N,summary,baseline,outcome,coef_units,min_rounds,feature,family,n_games_learn,n_games_heldout,frac_at_ceiling_learn,coef_learn,p_learn,ci_low_learn,ci_high_learn,coef_val,p_val,ci_low_val,ci_high_val,q_learn,replicates
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_positivity_zscore_conversation,Sentiment & emotion,71,108,0.4647887323943662,0.037284871614038546,0.2636781275069292,-0.028094390850035185,0.10266413407811228,-0.02251396802620321,0.13044372885101266,-0.051691366187611706,0.006663430135205289,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_Positive_Emotion_receptiveness_yeomans,Receptiveness,71,108,0.4647887323943662,0.025974763064488107,0.26444281314204343,-0.019645132903682694,0.07159465903265891,0.004374557089637611,0.7948648217449623,-0.02860243965573147,0.03735155383500669,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_forward_flow,Semantic dynamics,71,108,0.4647887323943662,-0.0238247005123079,0.2677771878970805,-0.06596125028968404,0.018311849265068236,-0.00282517327552877,0.8678930363297869,-0.03611477386967492,0.03046442731861738,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,mean_user_min_positivity_zscore_conversation,Sentiment & emotion,71,108,0.4647887323943662,-0.024888964723666713,0.2832113933364363,-0.07034602277349163,0.020568093326158197,-0.020618916137799734,0.21579360804871783,-0.05326767242522441,0.012029840149624941,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_forward_flow,Semantic dynamics,71,108,0.4647887323943662,-0.016988594425900987,0.28374634066422944,-0.04805095691280445,0.01407376806100247,0.007931602155532552,0.6831540396375808,-0.030155280024486992,0.0460184843355521,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_textblob_subjectivity,Sentiment & emotion,71,108,0.4647887323943662,-0.02822581378497938,0.2889487398640824,-0.08039478892847164,0.02394316135851288,0.02365252977913849,0.1673979180433629,-0.009925380399688391,0.05723043995796537,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_argue_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.021121353272636173,0.29694942926350476,-0.018569144440605263,0.06081185098587761,0.05413042138437279,3.1107395028143624e-05,0.028658999059258457,0.07960184370948711,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,mean_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.022559929100869965,0.30664517255931023,-0.02069275493403773,0.06581261313577766,0.054416810703583146,0.0005684902164978221,0.023468400169642276,0.08536522123752402,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_negative_bert,Sentiment & emotion,71,108,0.4647887323943662,-0.02418661870171152,0.3204932306889289,-0.07190431857435653,0.023531081170933495,0.02726960647413136,0.20341275359670408,-0.014752511312695477,0.0692917242609582,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_adverbs_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.02627780847090669,0.3295461518084345,-0.026544812871889263,0.07910042981370263,0.05786528855849871,1.8663904413196617e-05,0.03136859385066354,0.08436198326633389,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_cognitive_mech_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.014872536633957122,0.33494781772310156,-0.015359537659276244,0.04510461092719049,0.023115318064874726,0.06952601627010548,-0.0018464081605331466,0.0480770442902826,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_user_min_inclusive_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.022003392169495917,0.3367984419176414,-0.022895507406788907,0.06690229174578075,-0.010102226979274343,0.5183395318591666,-0.04075679254513619,0.02055233858658751,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_forward_flow,Semantic dynamics,71,108,0.4647887323943662,-0.022053703005773907,0.3401396189169741,-0.06736761744969628,0.02326021143814847,-0.02159317775155334,0.23243460909675162,-0.057035323396610764,0.013848967893504087,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_first_person_singular_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.028103848312855777,0.34517406279819185,-0.030246823928151985,0.08645452055386355,0.027968830838765592,0.0919488731042001,-0.0045600752722951485,0.06049773694982633,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_min_certainty_rocklage,Sentiment & emotion,71,108,0.4647887323943662,0.01950634048528946,0.3529463568011455,-0.021652188013964874,0.06066486898454379,0.006862020741831995,0.6624929517422966,-0.02395153847121516,0.03767557995487915,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_positive_affect_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.018763223642647136,0.3543388486353741,-0.020942021164711628,0.0584684684500059,0.006930008499081139,0.649753346769245,-0.0229806308844628,0.036840647882625074,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_min_Positive_Emotion_receptiveness_yeomans,Receptiveness,71,108,0.4647887323943662,0.025135120449067263,0.3589224959849925,-0.02856320805184766,0.07883344894998219,0.008521592812561679,0.5942016780369768,-0.022828552435703406,0.039871738060826764,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,mean_user_max_num_chars,Volume & form,71,108,0.4647887323943662,0.020783372543671217,0.3608144897282016,-0.023793153162877712,0.06535989825022015,0.05173121859592462,0.0009100783239245978,0.02116352642915602,0.08229891076269322,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_adverbs_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.022674088231307146,0.3614017512277523,-0.0260171866318956,0.07136536309450989,0.04687176190253325,0.0013299498235073335,0.018247753244028813,0.07549577056103768,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,71,108,0.4647887323943662,-0.017297682401564287,0.37139647492114114,-0.05522622977542582,0.020630864972297252,0.010504286467796423,0.6026748372930764,-0.02904563912110327,0.050054212056696114,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_user_min_positive_words_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.022122361505734395,0.3758426601943917,-0.026838680807005914,0.07108340381847471,0.018797332503490062,0.17137528583690853,-0.00813799880702926,0.04573266381400938,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,mean_user_max_info_exchange_zscore_conversation,Semantic dynamics,71,108,0.4647887323943662,0.021887009850388613,0.3763402247604414,-0.026603673627485495,0.07037769332826271,0.024058249891037296,0.14983151851328314,-0.00868421570867204,0.05680071549074663,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_num_chars,Volume & form,71,108,0.4647887323943662,0.013734874259784735,0.3790468046993122,-0.016867908771470604,0.044337657291040077,0.030511470002207705,0.06740701481738683,-0.0021856315961337677,0.06320857160054918,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_min_forward_flow,Semantic dynamics,71,108,0.4647887323943662,-0.021490542329700178,0.3829736939901627,-0.0697702622151575,0.026789177555757146,-3.1597097891251924e-05,0.9985960948170413,-0.03522792431979421,0.03516473012401171,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_num_all_caps,Volume & form,71,108,0.4647887323943662,0.0178141733133517,0.38364671033352904,-0.02226303813023813,0.057891384756941534,-0.022837246392948873,0.20877615134915983,-0.05844774329551965,0.0127732505096219,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_tentativeness_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.020310286365326835,0.3855175823431388,-0.025562705061956924,0.0661832777926106,0.041675260644895906,0.004353035248906535,0.01302874499500882,0.07032177629478299,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,mean_user_min_forward_flow,Semantic dynamics,71,108,0.4647887323943662,-0.016804200441324343,0.3868242819851605,-0.05486287220490255,0.021254471322253866,0.0002825798376203739,0.988428334009922,-0.03790465472547004,0.03846981440071079,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_user_max_negative_bert,Sentiment & emotion,71,108,0.4647887323943662,0.015858794724956524,0.3881374753773804,-0.020158200699494064,0.05187579014940712,0.03763406040138592,0.002289533843524632,0.013448828347418881,0.06181929245535296,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_positive_affect_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.019575172492084646,0.391076938037767,-0.025158598677046513,0.06430894366121581,0.008502922753719173,0.58762635739947,-0.02222927234744943,0.03923511785488778,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_negative_bert,Sentiment & emotion,71,108,0.4647887323943662,0.01022848262883519,0.39330309668385466,-0.013256122833595892,0.033713088091266274,0.01767565858595726,0.25273445913557246,-0.012614330221346014,0.047965647393260535,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_first_person_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.018562376837555974,0.39458509067163905,-0.024172538098144646,0.061297291773256594,0.0233952329476034,0.2095395948046248,-0.013146549562207732,0.05993701545741453,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_user_max_social_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.007722803563788294,0.4080025050956818,-0.010570842282686413,0.026016449410263,0.012620979894818002,0.3522371085134668,-0.013970186211846775,0.039212146001482776,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_min_positive_words_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.020350219203413074,0.4213955239645695,-0.029258701285393075,0.06995913969221923,0.021027034892249344,0.1224286148516452,-0.0056534261800262504,0.047707495964524935,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_user_min_textblob_subjectivity,Sentiment & emotion,71,108,0.4647887323943662,-0.021393959209210844,0.42258059187426367,-0.07368060172067557,0.03089268330225389,0.0003955180985573681,0.9817463696795539,-0.0334863520760118,0.034277388273126534,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_first_pronouns_proportion,Semantic dynamics,71,108,0.4647887323943662,-0.013440763812481847,0.4300420766282943,-0.04682405734829072,0.019942529723327024,0.01176026132792056,0.50036369977146,-0.0224422710455627,0.04596279370140382,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_user_min_certainty_rocklage,Sentiment & emotion,71,108,0.4647887323943662,0.01627670998780523,0.43048197872866534,-0.024188909714745122,0.056742329690355586,0.00564225333606741,0.7257993500103088,-0.025889032099854062,0.03717353877198888,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,mean_user_max_forward_flow,Semantic dynamics,71,108,0.4647887323943662,-0.014030350069583333,0.43341079252126224,-0.049133859421124845,0.021073159281958177,0.023316037865880965,0.20202369210250082,-0.012503320675658878,0.05913539640742081,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_social_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.017865580498332864,0.4350743418433167,-0.026995656062257147,0.06272681705892287,-0.0035457194637814075,0.8400924070223978,-0.03798741329218321,0.0308959743646204,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_user_min_conjunction_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.019989277313504274,0.4520910465826177,-0.03211408452990727,0.07209263915691583,-0.0012087296118196535,0.9456533967188983,-0.035963040317110444,0.03354558109347113,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_mean_info_exchange_zscore_conversation,Semantic dynamics,71,108,0.4647887323943662,-0.016874743717405553,0.45817773265435924,-0.061457683506983204,0.027708196072172103,-0.02600827115583037,0.08844339732584615,-0.05592919331236304,0.003912651000702306,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_user_max_positivity_zscore_conversation,Sentiment & emotion,71,108,0.4647887323943662,-0.02005141273108911,0.46115828384945845,-0.07338003952669507,0.03327721406451685,0.03420025465290005,0.02229126030685417,0.004869631237808373,0.06353087806799174,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_min_neutral_bert,Sentiment & emotion,71,108,0.4647887323943662,0.015665641020382023,0.465343276067818,-0.02639033798059509,0.05772162002135914,-0.0018665262654508714,0.9167273250286838,-0.0368553241884664,0.03312227165756466,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_content_word_accommodation_per_conv,Semantic dynamics,71,108,0.4647887323943662,-0.023864545739790625,0.47221420609225306,-0.08892906425998975,0.041199972780408496,-0.00018222195886428288,0.9910793207911864,-0.03212567735589543,0.031761233438166864,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,gini_coefficient_sum_num_messages,Participation & timing,71,108,0.4647887323943662,-0.01868657763530049,0.473663635609898,-0.06980094346922604,0.03242778819862506,0.032952091338806805,0.026849587162290287,0.003776962893128899,0.06212721978448471,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,variance_in_DD,Semantic dynamics,71,108,0.4647887323943662,0.01940757623893602,0.4806016800296439,-0.034521608368804545,0.07333676084667659,-0.03948371510031569,0.05152353054498032,-0.0792284222912531,0.00026099209062172,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,-0.015175240267887814,0.48200870038847254,-0.057479266566450006,0.027128786030674375,0.037678880897993844,0.012119974682363692,0.008240822364991723,0.06711693943099596,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_inclusive_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.014913723994053033,0.4847263875992045,-0.026920370837532556,0.05674781882563862,0.023373716989484775,0.13274848067095815,-0.007099296084976607,0.053846730063946156,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_negative_bert,Sentiment & emotion,71,108,0.4647887323943662,-0.01835783748789343,0.4850008651615576,-0.0698853023863382,0.03316962741055133,0.038938203129314855,0.0545108118467394,-0.0007535263438421952,0.0786299326024719,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_social_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.015734931459684534,0.5010983467401704,-0.030105755610315352,0.06157561852968442,-0.010578167212104667,0.5414432833020184,-0.04453123442953822,0.023374900005328887,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_user_min_tentativeness_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.016269950473738526,0.5074084748825148,-0.03183618759759191,0.06437608854506896,-0.011585580473331596,0.4650552275574813,-0.0426681617657981,0.019497000819134913,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_max_info_exchange_zscore_conversation,Semantic dynamics,71,108,0.4647887323943662,0.012013959577169421,0.5125857946062223,-0.0239456136248625,0.04797353277920134,0.012191728717654234,0.5300844486197307,-0.02586563777436883,0.0502490952096773,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_user_max_preposition_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.009086328111449549,0.5183748969702502,-0.018487887980753258,0.036660544203652355,,,,,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_user_max_verbs_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.009086328111449448,0.5183748969702542,-0.018487887980753313,0.03666054420365221,,,,,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_user_min_verbs_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.009086328111449169,0.518374896970267,-0.01848788798075359,0.03666054420365193,,,,,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_time_diff,Participation & timing,71,108,0.4647887323943662,-0.011992774394985188,0.5202148800990959,-0.0485478078012539,0.024562259011283526,-0.014202668906399131,0.4584144257906778,-0.051745773344739246,0.023340435531940984,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.008363811476709263,0.524754418889045,-0.017409614927285967,0.034137237880704496,0.03762914021187155,0.026264315761904154,0.004441727444019612,0.0708165529797235,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,discursive_diversity,Semantic dynamics,71,108,0.4647887323943662,-0.01322918239970109,0.5271568675863865,-0.05423279990674993,0.02777443510734775,0.00802609704864124,0.6679426447564655,-0.028644858026821873,0.04469705212410435,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,mean_positivity_zscore_conversation,Sentiment & emotion,71,108,0.4647887323943662,0.01628500120070669,0.527181316300929,-0.03419306012318474,0.06676306252459811,0.00901442089631406,0.3680700893749287,-0.010614568026849302,0.02864340981947742,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,stdev_user_min_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,71,108,0.4647887323943662,-0.01789831780874768,0.5323438572060917,-0.07407745874620753,0.03828082312871216,-0.008000462393462193,0.6462060907395305,-0.04216011953633248,0.026159194749408095,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,min_user_max_mimicry_bert,Semantic dynamics,71,108,0.4647887323943662,-0.011413335204717554,0.5373942167808679,-0.04768318196595997,0.024856511556524866,-0.0032759101326559487,0.8406406350700791,-0.035207749872505516,0.02865592960719362,0.8599194179260863,False
1,cumulative,early_contribution,contribution_rate,contribution rate per SD,15,max_certainty_lexical_wordcount,Lexical (LIWC),71,108,0.4647887323943662,0.012105764660477435,0.5423658899042734,-0.02683930339037805,0.05105083271133292,0.029366308083126798,0.0967140019045979,-0.005285709973865953,0.06401832614011954,0.8599194179260863,False
