N,summary,baseline,min_rounds,n_features,n_games_learn,n_games_heldout,frac_at_ceiling_learn,frac_at_ceiling_heldout,outcome,metric,model_family,delta_cv_r2,ci_low,ci_high,cv_r2_base,cv_r2_full,delta_heldout_r2,ci_low_heldout,ci_high_heldout,heldout_r2_base,heldout_r2_full,delta_cv_auc,auc_ci_low,auc_ci_high,cv_auc_base,cv_auc_full,delta_heldout_auc,auc_ci_low_heldout,auc_ci_high_heldout,heldout_auc_base,heldout_auc_full
4,mean_of_rounds,no_baseline,15,151,80,136,0.4375,0.41911764705882354,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.12761904761904774,-0.2801940902931756,0.027347496403452666,0.5892063492063493,0.46158730158730155,-0.09660226515656234,-0.18587290291320935,0.002700864748278501,0.5966022651565623,0.5
4,mean_of_rounds,early_contribution,15,151,80,136,0.4375,0.41911764705882354,contribution_rate,delta_r2,elastic net,-0.08753841680342866,-0.18310126978421215,0.014021530643420986,0.08145726726609548,-0.006081149537333186,-0.07098349937969217,-0.10803346044201886,-0.02353763626231496,0.2135321930045998,0.14254869362490763,,,,,,,,,,
4,mean_of_rounds,early_contribution,15,151,80,136,0.4375,0.41911764705882354,maxed_out,delta_auc,elastic net,,,,,,,,,,,-0.12158730158730158,-0.24671757967997066,0.003267813087405872,0.6822222222222222,0.5606349206349206,0.042416166999777905,-0.06347861599919619,0.14471372396987137,0.6586719964468133,0.7010881634465912
4,mean_of_rounds,early_contribution,15,151,80,136,0.4375,0.41911764705882354,contribution_rate,delta_r2,random forest,-0.036184168084177126,-0.12274622778546543,0.047975045828881235,0.08289500508323933,0.0467108369990622,-0.02001469107633591,-0.07749948431291043,0.03002935945572811,0.10753641797859326,0.08752172690225735,,,,,,,,,,
4,mean_of_rounds,early_contribution,15,151,80,136,0.4375,0.41911764705882354,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.18031746031746032,-0.29480420136706476,-0.06559422348484859,0.6812698412698412,0.5009523809523809,-0.1803242282922496,-0.27075785090615606,-0.08502565730161361,0.6803242282922496,0.5
5,mean_of_rounds,no_baseline,15,151,80,140,0.4375,0.4142857142857143,contribution_rate,delta_r2,elastic net,-0.06209764226086034,-0.17255304122041978,0.12042201803182548,0.040275812166216785,-0.021821830094643557,-0.014224737017276112,-0.1236629548220343,0.10565337097446678,0.06304737713735464,0.04882264012007853,,,,,,,,,,
5,mean_of_rounds,no_baseline,15,151,80,140,0.4375,0.4142857142857143,maxed_out,delta_auc,elastic net,,,,,,,,,,,0.013650793650793691,-0.13024476423633974,0.14998765984654694,0.6066666666666667,0.6203174603174604,0.0073591253153910685,-0.08393333333333346,0.09778481074417282,0.62973086627418,0.637089991589571
5,mean_of_rounds,no_baseline,15,151,80,140,0.4375,0.4142857142857143,contribution_rate,delta_r2,random forest,-0.003924849172632805,-0.07284024235730982,0.08348878187465861,0.04380354252928076,0.039878693356647954,-0.0015712986211026125,-0.05884887385260574,0.04542011867859146,0.06901752531073257,0.06744622668962996,,,,,,,,,,
5,mean_of_rounds,no_baseline,15,151,80,140,0.4375,0.4142857142857143,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.09968253968253976,-0.25346802434199284,0.05500085991244532,0.5892063492063493,0.4895238095238095,-0.09051724137931039,-0.18251655865576483,0.011736764131682079,0.5905172413793104,0.5
5,mean_of_rounds,early_contribution,15,151,80,140,0.4375,0.4142857142857143,contribution_rate,delta_r2,elastic net,-0.02342254828235013,-0.11835718384775014,0.08563046397881664,0.09981711163612939,0.07639456335377925,-0.039556612434252014,-0.11179559339417622,0.03052203452629035,0.27075844937009697,0.23120183693584495,,,,,,,,,,
5,mean_of_rounds,early_contribution,15,151,80,140,0.4375,0.4142857142857143,maxed_out,delta_auc,elastic net,,,,,,,,,,,-0.06000000000000005,-0.19302002164502172,0.06735895758982703,0.6917460317460317,0.6317460317460316,0.020500420521446627,-0.08844943366201348,0.1232253732119781,0.6632674516400336,0.6837678721614803
5,mean_of_rounds,early_contribution,15,151,80,140,0.4375,0.4142857142857143,contribution_rate,delta_r2,random forest,-0.034361986405020084,-0.12111620266963341,0.05888224324121372,0.08089137794805379,0.046529391543033705,-0.017033826712300915,-0.0694108879195332,0.02726873211331094,0.10739941212285975,0.09036558541055884,,,,,,,,,,
5,mean_of_rounds,early_contribution,15,151,80,140,0.4375,0.4142857142857143,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.15555555555555545,-0.27845330932398443,-0.031241414835164776,0.6692063492063491,0.5136507936507937,-0.18587047939444923,-0.27803237126136116,-0.08735254520078463,0.6858704793944492,0.5
6,mean_of_rounds,no_baseline,15,151,80,140,0.4375,0.4142857142857143,contribution_rate,delta_r2,elastic net,-0.021907858129945446,-0.11587618119442455,0.11987246651316835,0.040275812166216785,0.01836795403627134,0.00632880840536687,-0.09560736976232966,0.11533204151719238,0.06304737713735464,0.06937618554272151,,,,,,,,,,
6,mean_of_rounds,no_baseline,15,151,80,140,0.4375,0.4142857142857143,maxed_out,delta_auc,elastic net,,,,,,,,,,,0.04031746031746031,-0.1082062209685579,0.18150603297411785,0.6066666666666667,0.646984126984127,0.05803195962994123,-0.025002312673450423,0.14266568493334683,0.62973086627418,0.6877628259041212
6,mean_of_rounds,no_baseline,15,151,80,140,0.4375,0.4142857142857143,contribution_rate,delta_r2,random forest,-0.011482017299998648,-0.08252973328820747,0.08685300561856626,0.04380354252928076,0.03232152522928211,0.006628852064725299,-0.04615218872186352,0.05598904014776747,0.06901752531073257,0.07564637737545787,,,,,,,,,,
6,mean_of_rounds,no_baseline,15,151,80,140,0.4375,0.4142857142857143,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.11365079365079372,-0.2595545349635082,0.03940624999999988,0.5892063492063493,0.47555555555555556,-0.09051724137931039,-0.18972322771979613,0.011712465077117373,0.5905172413793104,0.5
6,mean_of_rounds,early_contribution,15,151,80,140,0.4375,0.4142857142857143,contribution_rate,delta_r2,elastic net,0.0290901334830167,-0.03623003943859454,0.1390364344516911,0.12806736055330725,0.15715749403632395,0.000487326316930492,-0.07640102748220076,0.07252530964181705,0.30273142858000246,0.30321875489693295,,,,,,,,,,
6,mean_of_rounds,early_contribution,15,151,80,140,0.4375,0.4142857142857143,maxed_out,delta_auc,elastic net,,,,,,,,,,,-0.05111111111111111,-0.16845823591826503,0.06447557247145444,0.6815873015873016,0.6304761904761905,0.045626576955424825,-0.052111640983064283,0.1445816046046932,0.6757779646761984,0.7214045416316233
6,mean_of_rounds,early_contribution,15,151,80,140,0.4375,0.4142857142857143,contribution_rate,delta_r2,random forest,-0.048597593568294295,-0.11252514392692944,0.03163852241627728,0.08341358277010325,0.03481598920180895,-0.005399376911581988,-0.05370043407609998,0.03490894147528831,0.11026920797079287,0.10486983105921088,,,,,,,,,,
6,mean_of_rounds,early_contribution,15,151,80,140,0.4375,0.4142857142857143,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.1238095238095237,-0.24064741641337387,-0.010684642782317193,0.699047619047619,0.5752380952380953,-0.19480656013456676,-0.28417264221873856,-0.10369358213328596,0.6948065601345668,0.5
7,mean_of_rounds,no_baseline,15,151,82,141,0.4268292682926829,0.41134751773049644,contribution_rate,delta_r2,elastic net,0.03427472832108058,-0.09007548869831677,0.23815800389769146,0.0055503856504939275,0.03982511397157451,-0.012383743682861659,-0.11521605788276534,0.10303909004225012,0.08025124922449645,0.06786750554163479,,,,,,,,,,
7,mean_of_rounds,no_baseline,15,151,82,141,0.4268292682926829,0.41134751773049644,maxed_out,delta_auc,elastic net,,,,,,,,,,,0.007294832826747699,-0.13321426735973452,0.1411483253588517,0.6133738601823708,0.6206686930091185,0.012671375155795639,-0.06556829741653913,0.09253440239535729,0.6329455754050686,0.6456169505608642
7,mean_of_rounds,no_baseline,15,151,82,141,0.4268292682926829,0.41134751773049644,contribution_rate,delta_r2,random forest,0.009262391360433164,-0.09061461408643448,0.14447419999423886,0.04185915916532623,0.051121550525759396,0.0008738539588665217,-0.06068922246354634,0.055823218948482474,0.07472463493263592,0.07559848889150245,,,,,,,,,,
7,mean_of_rounds,no_baseline,15,151,82,141,0.4268292682926829,0.41134751773049644,maxed_out,delta_auc,random forest,,,,,,,,,,,0.09057750759878413,-0.07814366998577527,0.262084694459568,0.4644376899696049,0.555015197568389,-0.04403822185292894,-0.16043096211402297,0.0693549368488167,0.5830909846281678,0.5390527627752388
7,mean_of_rounds,early_contribution,15,151,82,141,0.4268292682926829,0.41134751773049644,contribution_rate,delta_r2,elastic net,0.008189408379072893,-0.09466890868715169,0.16301659106642538,0.15747050843429444,0.16565991681336734,-0.024990806609365035,-0.11607166571164063,0.05076387901802196,0.3780338636848001,0.35304305707543504,,,,,,,,,,
7,mean_of_rounds,early_contribution,15,151,82,141,0.4268292682926829,0.41134751773049644,maxed_out,delta_auc,elastic net,,,,,,,,,,,-0.08328267477203655,-0.21726190476190466,0.0459070910973084,0.6826747720364742,0.5993920972644377,0.007582052347320234,-0.0868129208073753,0.10492368279025827,0.6851890319900291,0.6927710843373494
7,mean_of_rounds,early_contribution,15,151,82,141,0.4268292682926829,0.41134751773049644,contribution_rate,delta_r2,random forest,-0.05099617627500386,-0.11239634981371532,0.02822181067251296,0.08996989331236482,0.038973717037360966,-0.008812949630095601,-0.062175717945200784,0.03824707383512458,0.13007969008338438,0.12126674045328878,,,,,,,,,,
7,mean_of_rounds,early_contribution,15,151,82,141,0.4268292682926829,0.41134751773049644,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.03161094224923999,-0.14909279856195937,0.08751357079119566,0.6474164133738601,0.6158054711246201,-0.04445367677606982,-0.12125053602058324,0.032376437329267455,0.6763606148732864,0.6319069380972165
8,mean_of_rounds,no_baseline,15,151,82,142,0.4268292682926829,0.4084507042253521,contribution_rate,delta_r2,elastic net,-0.030624586630167316,-0.15386766298935733,0.16446959909316006,0.0055503856504939275,-0.02507420097967339,0.01543389376957105,-0.0751797046293028,0.11598555694583279,0.08297311340797231,0.09840700717754336,,,,,,,,,,
8,mean_of_rounds,no_baseline,15,151,82,142,0.4268292682926829,0.4084507042253521,maxed_out,delta_auc,elastic net,,,,,,,,,,,0.0036474164133738496,-0.1403210981973434,0.1483403110047846,0.6133738601823708,0.6170212765957447,-0.012315270935960632,-0.0928338193402551,0.07151706817595463,0.6352627257799671,0.6229474548440065
8,mean_of_rounds,no_baseline,15,151,82,142,0.4268292682926829,0.4084507042253521,contribution_rate,delta_r2,random forest,-0.028404534772813572,-0.09340792495392147,0.06767545099566089,0.04185915916532623,0.01345462439251266,0.01099997913455586,-0.040589094602725244,0.05648522972337335,0.07613277534416918,0.08713275447872504,,,,,,,,,,
8,mean_of_rounds,no_baseline,15,151,82,142,0.4268292682926829,0.4084507042253521,maxed_out,delta_auc,random forest,,,,,,,,,,,0.02978723404255318,-0.13824023199023203,0.19424384029927766,0.4644376899696049,0.49422492401215806,-0.03530377668308704,-0.14248843169961137,0.08140960555506752,0.5870279146141215,0.5517241379310345
8,mean_of_rounds,early_contribution,15,151,82,142,0.4268292682926829,0.4084507042253521,contribution_rate,delta_r2,elastic net,0.012034574166191137,-0.07309150070985032,0.15574501243561667,0.19134433477688073,0.20337890894307187,0.0022249587945363247,-0.05376864017123137,0.05509675815980058,0.42369396898763134,0.42591892778216767,,,,,,,,,,
8,mean_of_rounds,early_contribution,15,151,82,142,0.4268292682926829,0.4084507042253521,maxed_out,delta_auc,elastic net,,,,,,,,,,,-0.08145896656534957,-0.21879595588235293,0.05319888660338967,0.6966565349544074,0.6151975683890578,-0.03509852216748777,-0.12855412552211337,0.06327256024309233,0.6982758620689655,0.6631773399014778
8,mean_of_rounds,early_contribution,15,151,82,142,0.4268292682926829,0.4084507042253521,contribution_rate,delta_r2,random forest,-0.046421855353603436,-0.09942701606243348,0.021234791763547665,0.111059068520166,0.06463721316656257,0.0021834109000172797,-0.039469032406498364,0.03599654241487827,0.1523178152522412,0.15450122615225848,,,,,,,,,,
8,mean_of_rounds,early_contribution,15,151,82,142,0.4268292682926829,0.4084507042253521,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.01641337386018238,-0.12019044512966472,0.07909544464028859,0.664437689969605,0.6480243161094226,-0.018883415435139494,-0.08196585205113395,0.04665149355634419,0.6927339901477833,0.6738505747126438
9,mean_of_rounds,no_baseline,15,151,82,143,0.4268292682926829,0.40559440559440557,contribution_rate,delta_r2,elastic net,-0.09168617932228473,-0.22919584416584066,0.08789739943337137,0.0055503856504939275,-0.0861357936717908,0.011973165515870798,-0.06831845856317034,0.11003843689038999,0.08678738632998528,0.09876055184585608,,,,,,,,,,
9,mean_of_rounds,no_baseline,15,151,82,143,0.4268292682926829,0.40559440559440557,maxed_out,delta_auc,elastic net,,,,,,,,,,,-0.031003039513677777,-0.17158048703352302,0.11059027777777776,0.6133738601823708,0.5823708206686931,-0.013995943204868189,-0.08690674813813959,0.059121239984075286,0.6352941176470588,0.6212981744421906
9,mean_of_rounds,no_baseline,15,151,82,143,0.4268292682926829,0.40559440559440557,contribution_rate,delta_r2,random forest,-0.030854107035389045,-0.09491140080211381,0.0609210336962741,0.04185915916532623,0.011005052129937187,0.011811448257440071,-0.03742226158600628,0.051299789170375025,0.07771361357922402,0.08952506183666409,,,,,,,,,,
9,mean_of_rounds,no_baseline,15,151,82,143,0.4268292682926829,0.40559440559440557,maxed_out,delta_auc,random forest,,,,,,,,,,,0.003039513677811523,-0.15706845238095232,0.15981828249270105,0.4644376899696049,0.4674772036474164,-0.08853955375253542,-0.18090471813184547,0.004322789667040687,0.5885395537525354,0.5
9,mean_of_rounds,early_contribution,15,151,82,143,0.4268292682926829,0.40559440559440557,contribution_rate,delta_r2,elastic net,0.015253002298906027,-0.07632340476520871,0.160694056463117,0.20642893206651136,0.2216819343654174,-0.02145265402891916,-0.06872681664708392,0.029962821981921763,0.4618596100526674,0.44040695602374824,,,,,,,,,,
9,mean_of_rounds,early_contribution,15,151,82,143,0.4268292682926829,0.40559440559440557,maxed_out,delta_auc,elastic net,,,,,,,,,,,-0.058358662613981815,-0.16388574102859824,0.048067084942084864,0.7106382978723405,0.6522796352583586,-0.03539553752535496,-0.1323074641643687,0.06363065947328643,0.7098377281947261,0.6744421906693712
9,mean_of_rounds,early_contribution,15,151,82,143,0.4268292682926829,0.40559440559440557,contribution_rate,delta_r2,random forest,-0.03415982479073909,-0.08458931558382893,0.029293771853162454,0.11804214388584444,0.08388231909510535,0.010805229111167214,-0.025626756403087314,0.046844592004106164,0.1575270168499886,0.1683322459611558,,,,,,,,,,
9,mean_of_rounds,early_contribution,15,151,82,143,0.4268292682926829,0.40559440559440557,maxed_out,delta_auc,random forest,,,,,,,,,,,-0.025531914893617058,-0.11750367647058818,0.06061148154171413,0.6808510638297872,0.6553191489361702,-0.03164300202839743,-0.08109771644015122,0.018946344539107315,0.7219066937119675,0.69026369168357
10,mean_of_rounds,no_baseline,15,151,83,145,0.42168674698795183,0.4068965517241379,contribution_rate,delta_r2,elastic net,-0.20903396558714804,-0.4343887663627013,-0.03358238058888111,0.040340454517096225,-0.16869351107005182,0.0013240149140795188,-0.0744514731740236,0.08508334939086003,0.09449689271753203,0.09582090763161155,,,,,,,,,,
10,mean_of_rounds,no_baseline,15,151,83,145,0.42168674698795183,0.4068965517241379,maxed_out,delta_auc,elastic net,,,,,,,,,,,0.0803571428571428,-0.07320154372232761,0.23650655051102323,0.5470238095238096,0.6273809523809524,0.003350413874655178,-0.0674866560972386,0.07496674507123421,0.6294836420969648,0.63283405597162
10,mean_of_rounds,no_baseline,15,151,83,145,0.42168674698795183,0.4068965517241379,contribution_rate,delta_r2,random forest,-0.012926537490483891,-0.07790335800069968,0.062157095929493825,0.0654050794661688,0.05247854197568491,0.012246250064326891,-0.040987837744631765,0.05601281546686245,0.08758205657338936,0.09982830663771625,,,,,,,,,,
10,mean_of_rounds,no_baseline,15,151,83,145,0.42168674698795183,0.4068965517241379,maxed_out,delta_auc,random forest,,,,,,,,,,,0.06130952380952387,-0.09519186258316699,0.21329523325360505,0.4886904761904762,0.55,-0.04000788332676386,-0.1403066905005107,0.05788819991483919,0.6129286558927867,0.5729207725660228
10,mean_of_rounds,early_contribution,15,151,83,145,0.42168674698795183,0.4068965517241379,contribution_rate,delta_r2,elastic net,0.011016146615662747,-0.09207398651153487,0.15563851478072457,0.17415954124752986,0.1851756878631926,-0.0310378734740403,-0.07006969030990325,0.009804713462273917,0.4648683732127852,0.4338304997387449,,,,,,,,,,
10,mean_of_rounds,early_contribution,15,151,83,145,0.42168674698795183,0.4068965517241379,maxed_out,delta_auc,elastic net,,,,,,,,,,,-0.05535714285714288,-0.16551169590643275,0.05514717023172908,0.7374999999999999,0.682142857142857,-0.04276704769412687,-0.13258512624908134,0.04555921052631573,0.7189594008671659,0.676192353173039
10,mean_of_rounds,early_contribution,15,151,83,145,0.42168674698795183,0.4068965517241379,contribution_rate,delta_r2,random forest,-0.023154531076776674,-0.07718216742478538,0.04411630603519971,0.1241753562087432,0.10102082513196653,0.01993195441169371,-0.02164923036312825,0.05627875901340754,0.15367548345083948,0.1736074378625332,,,,,,,,,,
10,mean_of_rounds,early_contribution,15,151,83,145,0.42168674698795183,0.4068965517241379,maxed_out,delta_auc,random forest,,,,,,,,,,,0.02261904761904765,-0.06243053959172331,0.10984460764329229,0.7220238095238095,0.7446428571428572,-0.030744974379188106,-0.08450744558991967,0.017916963759724,0.7266456444619629,0.6959006700827748
1,cumulative,no_baseline,15,151,71,108,0.4647887323943662,0.3888888888888889,contribution_rate,delta_r2,elastic net,-0.21107934420312435,-0.3310193947495213,-0.09033302139287493,0.10431682010146714,-0.10676252410165721,-0.09265711104837437,-0.21278219921336655,0.07916297050575194,0.08194387391914726,-0.010713237129227116,,,,,,,,,,
1,cumulative,no_baseline,15,151,71,108,0.4647887323943662,0.3888888888888889,maxed_out,delta_auc,elastic net,,,,,,,,,,,0.03389154704944175,-0.1242485119047619,0.1864691558441558,0.5330940988835725,0.5669856459330143,-0.05104617604617612,-0.17751880433799688,0.07621794248321619,0.6556637806637807,0.6046176046176046
1,cumulative,no_baseline,15,151,71,108,0.4647887323943662,0.3888888888888889,contribution_rate,delta_r2,random forest,-0.029613097215265838,-0.05941045907026248,0.015840835310527396,0.017693196072691042,-0.011919901142574796,-0.0017424364382223612,-0.05514883995783651,0.05913704138434784,0.08239742132208117,0.0806549848838588,,,,,,,,,,
